Headline,Source,Status
"GT, CSK Players Hit The Nets Ahead Of IPL 2023 Opener",https://www.ndtv.com/,True
Tech,https://www.ndtv.com/,True
OnePlus Nord CE 3 Lite 5G Launched in India at This Price,https://www.ndtv.com/,True
"OnePlus Nord Buds 2 With ANC, Bluetooth 5.3 Debut in India",https://www.ndtv.com/,True
Xiaomi 13 Ultra Tipped to Get This SoC and Quad Rear Cameras,https://www.ndtv.com/,True
Poco C51 May Launch in India on This Date,https://www.ndtv.com/,True
Reviews,https://www.ndtv.com/,True
OnePlus Nord Buds 2 First Impressions,https://www.ndtv.com/,True
Xiaomi TV Stick 4K,https://www.ndtv.com/,True
हिंदी,https://www.ndtv.com/,True
"वैज्ञानिकों ने खोजा सबसे पुराना Black Hole, हमारे सूर्य से भी 1 करोड़ गुना बड़ा",https://www.ndtv.com/,True
"Samsung Galaxy A24 होगा 6.5 इंच डिस्प्ले, 50MP कैमरा के साथ लॉन्च, सपोर्ट पेज हुआ लाइव",https://www.ndtv.com/,True
Samsung Galaxy S23: The Compact Flagship to Beat,https://www.ndtv.com/,True
Xiaomi TV Stick 4K,https://www.ndtv.com/,True
Nothing Ear 2 First Impressions: What's New?,https://www.ndtv.com/,True
Vivo V27 Pro: Many Ifs and Buts,https://www.ndtv.com/,True
Oppo Find N2 Flip: An Impressive Debut,https://www.ndtv.com/,True
OnePlus 11R 5G: Back in Form,https://www.ndtv.com/,True
Moto E13: Filling the Void,https://www.ndtv.com/,True
Realme GT 3 First Impressions,https://www.ndtv.com/,True
Apple HomePod (2nd Gen): Should You Buy?,https://www.ndtv.com/,True
"Airtel का पैसा वसूल ऑफर, 1 प्लान में 4 लोगों को मिलेगा 190GB डाटा, कॉलिंग",https://www.ndtv.com/,True
"Vivo T2 5G सीरीज 8GB RAM, Android 13 के साथ जल्द होगी भारत में लॉन्च",https://www.ndtv.com/,True
OnePlus Nord CE 3 Lite 5G launch Today: जानें अनुमानित प्राइस और फीचर्स,https://www.ndtv.com/,True
"16GB रैम, 64MP कैमरा, 5500mAh बैटरी के साथ Realme GT Neo 5 SE लॉन्‍च",https://www.ndtv.com/,True
"3GB रैम, 5000mAh बैटरी के साथ वीवो का सस्‍ता स्‍मार्टफोन Vivo Y02A लॉन्‍च",https://www.ndtv.com/,True
"108MP कैमरा,  8GB RAM के साथ लॉन्च होगा Redmi Note 12 Pro 4G",https://www.ndtv.com/,True
"Redmi Note 12 5G का नया वेरिएंट भारत में लॉन्च, 21,999 रुपये का प्राइस",https://www.ndtv.com/,True
"Acer W Series 4K OLED Smart TV 55, 65 इंच डिस्प्ले के साथ लॉन्च",https://www.ndtv.com/,True
"50MP कैमरा, 5000mAh बैटरी के साथ आएगा सैमसंग गैलेक्सी A24 4G, डिटेल्स लीक",https://www.ndtv.com/,True
"Tu Jhoothi Main Makkaar Movie Ticket Offers, Booking, Price: Book Movie Ticket Online on BookMyShow, Paytm",https://www.ndtv.com/,True
"WPL Tickets 2023: WPL Ticket Price, Online Booking, Bookmyshow Offers, Schedule, Venue, Teams",https://www.ndtv.com/,True
Vaani Kapoor Stuns in Body-Hugging Cobalt Blue Dress,https://www.ndtv.com/,True
Katrina Kaif's Uber Cool Denim Attire is Every Girl's Comfort Dream,https://www.ndtv.com/,True
Palak Tiwari's Casual Street Style Is the New BASIC,https://www.ndtv.com/,True
Best Micellar Water: Ultimate Gunk-Destroying Formulas,https://www.ndtv.com/,True
How To Get Thick Hair: Follow Simple Tips And Tricks,https://www.ndtv.com/,True
How To Get Rid Of Dandruff: Home Remedies To The Rescue,https://www.ndtv.com/,True
What Is Skin Barrier And How To Repair It,https://www.ndtv.com/,True
Popular Mobiles,https://www.ndtv.com/,True
Popular Laptops,https://www.ndtv.com/,True
Movies,https://www.ndtv.com/,True
Boney Kapoor Is Being Shredded On Twitter Over This Pic With Gigi Hadid,https://www.ndtv.com/,True
Hindi News,https://www.ndtv.com/,True
Cricket News,https://www.ndtv.com/,True
"One-off Test, Day 1: 2-Down Bangladesh Trail Ireland By 180 Runs At Stumps | | Scorecard",https://www.ndtv.com/,True
"Wankhede Seat, Where Dhoni's WC-Winning Six Landed, To Be Named After Him",https://www.ndtv.com/,True
"Watch: 6,6,6,6,4,6 - Pakistan Star Slams 34 Runs In One Over",https://www.ndtv.com/,True
"""Want Him To Hit Six, Not Run 100m"": Kumble's Reply On 'Rajapaksa Warning'",https://www.ndtv.com/,True
Business News,https://www.ndtv.com/,True
Number Of Person Days Generated Under Rural Jobs Scheme Falls In January-February,https://www.ndtv.com/,True
India News,https://www.ndtv.com/,True
3 Injured In Separate Leopard Attacks In UP,https://www.ndtv.com/,True
Feature,https://www.ndtv.com/,True
"Bengaluru Man Buys Abu Dhabi Lottery Ticket Online, Wins Rs 44 Crore Grand Prize",https://www.ndtv.com/,True
Food,https://www.ndtv.com/,True
Kitchen Tips: How To Remove Bad Odour From Reusable Water Bottles,https://www.ndtv.com/,True
LIFESTYLE,https://www.ndtv.com/,True
Disco Fever Lives On And Nysa Devgan's Silver Gown Deserves The Credit,https://www.ndtv.com/,True
Education,https://www.ndtv.com/,True
"Nearly 14 Lakh Applications For CUET-UG, Maximum For Delhi University, Most Applicants From UP",https://www.ndtv.com/,True
Offbeat,https://www.ndtv.com/,True
''British Interpretation Of...'': Former UK Diplomat Shares Pic Of Dish He Learnt While Living In Hyderabad,https://www.ndtv.com/,True
Sports News,https://www.ndtv.com/,True
Health,https://www.ndtv.com/,True
Art & Design,https://www.ndtv.com/,True
Campaigns,https://www.ndtv.com/,True
World Health Day 2023: Why The Day Holds So Much Importance For The World And India?,https://www.ndtv.com/,True
Impact Of Dettol School Hygiene Education Programme 2022: Key Findings,https://www.ndtv.com/,True
"In Pics: 10,000 Plus Community Of Gulabi Didis Are Fighting Against Maternal And Infant Mortality",https://www.ndtv.com/,True
Video,https://www.ndtv.com/,True
"Trump Set For Historic Court Appearance, Tight Security In New York2:36",https://www.ndtv.com/,True
Photos,https://www.ndtv.com/,True
"Shehnaaz Gill, Mahhi Vij-Tara And Others At Bharti Singh And Haarsh Limbachiyaa's Son Laksh's Birthday Bash
                               6 images",https://www.ndtv.com/,True
NDTV Group Sites,https://www.ndtv.com/,True
,https://www.timesnownews.com/,True
Videos,https://www.timesnownews.com/,True
Delhi To Chennai Women Rise In Protest Of Harassment | Who Will 'Correct' The System? | Urban Debate,https://www.timesnownews.com/,True
Entertainment,https://www.timesnownews.com/,True
India,https://www.timesnownews.com/,True
Business,https://www.timesnownews.com/,True
Education,https://www.timesnownews.com/,True
Health,https://www.timesnownews.com/,True
World,https://www.timesnownews.com/,True
Photo Stories,https://www.timesnownews.com/,True
Happy Tuesday Morning Images With Flowers For WhatsApp,https://www.timesnownews.com/,True
Good morning images with positive wishes to share as WhatsApp status,https://www.timesnownews.com/,True
Happy Caturday: Adorable cat images for a purr-fect Saturday,https://www.timesnownews.com/,True
"Senior citizens’ savings scheme interest hiked – Latest interest rate, other details",https://www.timesnownews.com/,True
Retire at 40; get Rs 1 lakh/month income - Here is how​,https://www.timesnownews.com/,True
Sports,https://www.timesnownews.com/,True
Viral,https://www.timesnownews.com/,True
Entertainment News,https://www.timesnownews.com/,True
Cities,https://www.timesnownews.com/,True
Mirror Now,https://www.timesnownews.com/,True
Auto,https://www.timesnownews.com/,True
Explainers,https://www.timesnownews.com/,True
Opinion,https://www.timesnownews.com/,True
Astrology,https://www.timesnownews.com/,True
Bits & Bytes,https://www.timesnownews.com/,True
Spirituality,https://www.timesnownews.com/,True
Tech & Gadgets,https://www.timesnownews.com/,True
Food & Recipes,https://www.timesnownews.com/,True
TOP NEWS,https://www.republicworld.com/,True
Biden drops & chases challenge coin during awkward exchange with military officer: WATCH,https://www.republicworld.com/,True
Karnataka elections: BJP files complaint against Congress over 'fake list' of candidates,https://www.republicworld.com/,True
"Sikkim avalanche site 9th most landslide-vulnerable region in India, says ISRO",https://www.republicworld.com/,True
Mughal Empire chapters removed from Class 12 history book? NCERT director clears the air,https://www.republicworld.com/,True
"Israeli Speaker addresses 26/11 terror attack, insists 'Terrorists must pay heavy price'",https://www.republicworld.com/,True
"Wedding gift home theatre turns out to be a bomb, kills groom and his brother",https://www.republicworld.com/,True
"Heidi Klum, Sofia Vergara under fire for insensitive April Fool's Day prank",https://www.republicworld.com/,True
LATEST NEWS HEADLINES,https://www.republicworld.com/,True
LIVE Donald Trump Surrenders LIVE: Ex-Prez sends out a message to his supporters,https://www.republicworld.com/,True
Amit Shah says Centre closely monitoring Sikkim Avalanche: What we know so far,https://www.republicworld.com/,True
"Thugs, hooligans have taken over: Bengal Guv tells Arnab as Ram Navami clashes continue",https://www.republicworld.com/,True
"LIVE
                                                                                        India News LIVE: Violence happens every year, this time it grabbed attention: Dilip Ghosh",https://www.republicworld.com/,True
"LIVE
                                                                                        DC vs GT Live Score - Check IPL 2023 Live Score: Delhi Capitals lose 7 wickets for 150",https://www.republicworld.com/,True
Ram Navami violence: Asaduddin Owaisi pins blame on Mamata Banerjee and devotees,https://www.republicworld.com/,True
'A historic day': UK PM Rishi Sunak welcomes Finland to NATO military alliance,https://www.republicworld.com/,True
THE DEBATE,https://www.republicworld.com/,True
ARNAB & YOU,https://www.republicworld.com/,True
Should Congress reveal the full contents of its MoU with China's Communist party?,https://www.republicworld.com/,True
GENERAL NEWS,https://www.republicworld.com/,True
Assam: More than 4.5 lakh cases pending in state courts,https://www.republicworld.com/,True
"LIVE India News LIVE: Violence happens every year, this time it grabbed attention: Dilip Ghosh",https://www.republicworld.com/,True
Himanta Sarma schools Twitter troll with humble reply; netizens hail Assam CM,https://www.republicworld.com/,True
"Thugs, hooligans have taken over: Bengal Guv tells Arnab as Ram Navami clashes continue",https://www.republicworld.com/,True
Rahul Gandhi an arrogant dynast: BJP after Congress leader insults journalist again,https://www.republicworld.com/,True
"UP BJP leader abuses man, blocks ambulance with his car in Sitapur, patient dies",https://www.republicworld.com/,True
Job aspirants from across India form collective for 'right to employment',https://www.republicworld.com/,True
POLITICS NEWS,https://www.republicworld.com/,True
Ram Navami violence: Asaduddin Owaisi pins blame on Mamata Banerjee and devotees,https://www.republicworld.com/,True
Atishi responds to BJP’s claims of 'poor results' in Delhi govt-run schools; ‘Show even…’,https://www.republicworld.com/,True
Rahul Gandhi can never be Savarkar: Devendra Fadnavis takes on Congress claim on icon,https://www.republicworld.com/,True
Tamil Nadu: Congress workers clash with BJP cadres over Rahul Gandhi's disqualification,https://www.republicworld.com/,True
Rahul Gandhi comments against Savarkar obnoxious: Subramanian Swamy lambasts Congress,https://www.republicworld.com/,True
Fight against Mitrakaal: Rahul Gandhi's statement after getting bail from Surat court,https://www.republicworld.com/,True
West Bengal BJP holds massive protest in Hooghly over Ram Navami clash; flays Mamata govt,https://www.republicworld.com/,True
Mansukh Mandaviya busts Mallikarjun Kharge's claim over reported price rise in medicines,https://www.republicworld.com/,True
"Rahul Gandhi, disqualified Congress MP, granted bail by Surat sessions court",https://www.republicworld.com/,True
SPORTS NEWS,https://www.republicworld.com/,True
LIVE DC vs GT Live Score - Check IPL 2023 Live Score: Delhi Capitals lose 7 wickets for 150,https://www.republicworld.com/,True
LIVE Mumbai City FC vs Jamshedpur FC LIVE update: Both teams have their chances ; JFC 0-0 MCFC,https://www.republicworld.com/,True
"'He became better since MS Dhoni stopped playing', Ganguly opens up on Delhi batsman",https://www.republicworld.com/,True
GT vs DC: Rishabh Pant's 1st public appearance on cricket field breaks the internet- WATCH,https://www.republicworld.com/,True
Jamshedpur FC vs Mumbai City FC live streaming: How to watch AFC Champions League Playoff,https://www.republicworld.com/,True
"DC vs GT: Sourav Ganguly backs Delhi youngster, says 'can't pass judgement quickly'",https://www.republicworld.com/,True
'Third between Kohli-Rohit': Virender Sehwag names top-3 contenders for IPL Orange Cap,https://www.republicworld.com/,True
WEB STORIES,https://www.republicworld.com/,True
ENTERTAINMENT,https://www.republicworld.com/,True
Chris Pratt thought Guardians of the Galaxy would be first failure from Marvel,https://www.republicworld.com/,True
Hrithik Roshan seen at NMACC gala with Saba Azad's heels in hand; internet reacts,https://www.republicworld.com/,True
Jasmin Bhasin drops out from only Bollywood film in kitty: Sign from the universe,https://www.republicworld.com/,True
"Gum chewed by Robert Downey Jr on sale, bid starts at 3 million",https://www.republicworld.com/,True
Priyanka Chopra says Bollywood is 'lax' as compared to Hollywood amid 'cornered' remark,https://www.republicworld.com/,True
Ram Charan's wife Upasana on late pregnancy: Didn't conform to family pressure,https://www.republicworld.com/,True
Parineeti Chopra fans tease her with AAP comments amid wedding rumours with Raghav Chadha,https://www.republicworld.com/,True
Chris Evans teases MCU return as Captain America AKA Steve Rogers,https://www.republicworld.com/,True
"Heidi Klum, Sofia Vergara under fire for insensitive April Fool's Day prank",https://www.republicworld.com/,True
WORLD NEWS,https://www.republicworld.com/,True
LIVE Donald Trump Surrenders LIVE: Ex-Prez sends out a message to his supporters,https://www.republicworld.com/,True
"US becoming 'Marxist Third World' country, Trump says in 'last email before my arrest'",https://www.republicworld.com/,True
"'KANGAROO COURT': Trump calls for hearing to be moved, sends out message to supporters",https://www.republicworld.com/,True
World Bank says that Pakistan makes inadequate investment in human capital,https://www.republicworld.com/,True
Massive fire breaks out in Chinese warehouse complex at Pakistan hydropower project site,https://www.republicworld.com/,True
Nancy Pelosi claims Putin interfered in US elections because he 'feared' Hillary Clinton,https://www.republicworld.com/,True
"Donald Trump's Secret Service agents may testify against him, says report",https://www.republicworld.com/,True
Biden drops & chases challenge coin during awkward exchange with military officer: WATCH,https://www.republicworld.com/,True
In Pics: All the White House hopefuls who've placed their bids for 2024 US Elections,https://www.republicworld.com/,True
GALLERY,https://www.republicworld.com/,True
In Pics: All the White House hopefuls who've placed their bids for 2024 US Elections,https://www.republicworld.com/,True
Vikrant Massey rings in birthday with wife Sheetal Thakur and parents,https://www.republicworld.com/,True
Paris Hilton drops monochrome photos with baby boy Phoenix,https://www.republicworld.com/,True
In Pics: Kamov 31 helicopter successfully completes night ops from INS Vikrant,https://www.republicworld.com/,True
Meet Blue Beetle star Xolo Mariduena; child actor to DC's first Latino superhero,https://www.republicworld.com/,True
Sobhita Dhulipala shares a glimpse from sister's pre-wedding festivities,https://www.republicworld.com/,True
Mahavir Jayanti 2023: 8 popular Jain temples to visit,https://www.republicworld.com/,True
"Tom Holland, Zendaya in India: Rendezvous with Indian celebs to luxury yacht ride",https://www.republicworld.com/,True
"Gigi Hadid relishes chutney, nariyal paani in Mumbai; visits Gateway of India",https://www.republicworld.com/,True
SCIENCE NEWS,https://www.republicworld.com/,True
"NASA's historic Artemis 2 lunar mission crew comprises history makers, who are they?",https://www.republicworld.com/,True
"Massive 150-foot wide asteroid approaching Earth on April 6, cautions NASA",https://www.republicworld.com/,True
NASA announces names of four astronauts of Artemis II; know how will they get to moon,https://www.republicworld.com/,True
China hits big milestone as first private liquid-fuelled rocket shoots into space,https://www.republicworld.com/,True
ISRO Reusable Launch Vehicle Autonomous Landing Mission successful,https://www.republicworld.com/,True
NASA's Artemis 2 crew announcement to Japanese Moon landing | Science events in April,https://www.republicworld.com/,True
Image from Hubble Space Telescope shows an Intriguing 'Active' Galaxy,https://www.republicworld.com/,True
"SpaceX bags another mission for Starship, will launch largest-ever rover to Moon",https://www.republicworld.com/,True
"NASA’s Perseverance collects Berea, the first sample from Mars of its new science campaign",https://www.republicworld.com/,True
EDUCATION,https://www.republicworld.com/,True
Mughal Empire chapters removed from Class 12 history book? NCERT director clears the air,https://www.republicworld.com/,True
"KTET 2023: Application process begins for Kerala TET, check notification, exam dates here",https://www.republicworld.com/,True
"UPPSC PCS 2023 registration deadline extended, check revised schedule here",https://www.republicworld.com/,True
CUET UG 2023 dates announced: Exams to begin on May 21; over 16 lakh candidates register,https://www.republicworld.com/,True
TS SSC exams 2023: Another paper leaked on 2nd consecutive day of exam in Telangana,https://www.republicworld.com/,True
IIM Sambalpur student gets whopping package of Rs 64.61 lakh from Microsoft,https://www.republicworld.com/,True
"AICTE annual calendar 2023 out, 1st year classes for technical courses to begin on Sept 15",https://www.republicworld.com/,True
"JNVST class 6 admit card 2023 released for Jawahar Navodaya Vidyalaya, here's direct link",https://www.republicworld.com/,True
"SSC CGL 2023 registration begins, here's how to register at ssc.nic.in",https://www.republicworld.com/,True
R.ORIGINALS,https://www.republicworld.com/,True
LATEST NEWS,https://www.republicworld.com/,True
TRENDING TOPICS,https://www.indiatoday.in/,True
News,https://www.indiatoday.in/,True
TOP STORIES,https://www.indiatoday.in/,True
"Hush money case: Trump to surrender in court, New York braces for protests",https://www.indiatoday.in/,True
IPL 2023: Rishabh Pant cheers for Delhi Capitals from stands,https://www.indiatoday.in/,True
"Kerala woman gives birth at home, leaves new-born in bucket. Police rush to help",https://www.indiatoday.in/,True
"PM Modi too generous, didn't take revenge for my 370, CAA hurdles: Ghulam Nabi",https://www.indiatoday.in/,True
"IPL 2023, DC v GT Live: Rashid, Shami restrict Delhi Capitals to 162 for 8",https://www.indiatoday.in/,True
"In close touch on Doklam, says foreign secretary as PM Modi and Bhutan King meet",https://www.indiatoday.in/,True
"Sikkim avalanche: Child among 7 dead, over 20 rescued",https://www.indiatoday.in/,True
Donald Trump hours away from arrest in hush money case. What happens next?,https://www.indiatoday.in/,True
Why 15-year-old Jaipur blasts case returns to haunt Gehlot govt in election year,https://www.indiatoday.in/,True
Rajasthan doctors call off protest after consensus over Right to Health Bill,https://www.indiatoday.in/,True
'Rationalisation of syllabus done last year during Covid to reduce load on students': NCERT director,https://www.indiatoday.in/,True
Was that Thor? Monster lightening bolt hits New York City | Watch,https://www.indiatoday.in/,True
19-year-old seen with gun at Howrah Ram Navami rally arrested from Bihar's Munger,https://www.indiatoday.in/,True
BJP hired goondas from Bihar to riot in Bengal: Mamata Banerjee,https://www.indiatoday.in/,True
"1,200 more trees to be cut down soon in Bengaluru for rail projects",https://www.indiatoday.in/,True
"OnePlus Nord CE 3 Lite 5G review: Strong contender in Rs 20,000 price segment",https://www.indiatoday.in/,True
"Cop kills wife and son with service weapon in Gurdaspur, shoots self later",https://www.indiatoday.in/,True
Complaint filed against Prabhas and Kriti Sanon's Adipurush new poster in Mumbai,https://www.indiatoday.in/,True
"Yediyurappa, Siddaramaiah have tactical understanding on Varuna seat: Deve Gowda",https://www.indiatoday.in/,True
Woman in bralette & mini-skirt in Delhi Metro goes viral. Here’s what indecency laws say,https://www.indiatoday.in/,True
Home Ministry seeks report from Bengal over violence after state BJP chief’s letter,https://www.indiatoday.in/,True
"Owaisi slams Nitish Kumar, Tejashwi Yadav over Bihar Ram Navami violence",https://www.indiatoday.in/,True
Woman attacks co-passenger with pepper spray during argument over seats in Delhi Metro,https://www.indiatoday.in/,True
INDIA TODAY PODCASTS,https://www.indiatoday.in/,True
Summit For Democracy 2023: Does US' Cherry-Picking Of Participants Point To Forum's Redundancy? | Geeta's World Ep 38,https://www.indiatoday.in/,True
Who Will Win Karnataka? |  Nothing But The Truth Ep 45,https://www.indiatoday.in/,True
An Air Exercise In the UK and A Balakot Angle | In Our Defence Ep 52,https://www.indiatoday.in/,True
"IPL 2023: Will RCB Finally Repay Their Fans’ Loyalty With A Maiden Title? | Sledging Room, Ep 42",https://www.indiatoday.in/,True
"Saudi-Iran Deal: Why China, Not The US, Brokered Peace In The Gulf | Geeta's World Ep 37",https://www.indiatoday.in/,True
Is India's 4 D Revolution Working?  | Nothing But The Truth Ep 44,https://www.indiatoday.in/,True
WHAT’S HAPPENING IN,https://www.indiatoday.in/,True
Videos,https://www.indiatoday.in/,True
19-year-old seen with gun at Howrah Ram Navami rally arrested from Bihar's Munger,https://www.indiatoday.in/,True
Lashkar proxy TRF issues 'hit list' of 30 RSS leaders in Jammu and Kashmir,https://www.indiatoday.in/,True
"Donald Trump likely to face charges in 34 felonies, will surrender in hush money case",https://www.indiatoday.in/,True
"China 'renames' 11 places in Arunachal Pradesh, calls it ‘southern Tibet'",https://www.indiatoday.in/,True
"Ethnic to bikini, you just cannot take your eyes off Sara Ali Khan in pics from her Udaipur diaries",https://www.indiatoday.in/,True
"Not Salman Khan, Bengali actor Prosenjit Chatterjee was first approached for Maine Pyaar Kiya",https://www.indiatoday.in/,True
Mrunal Thakur gets trolled for posting pics in bikini. Netizens say 'my Sita is not like this',https://www.indiatoday.in/,True
Hrithik Roshan wins hearts as pic of him holding GF Saba Azad's heels at NMACC launch goes VIRAL,https://www.indiatoday.in/,True
Visual Stories,https://www.indiatoday.in/,True
Inside Parineeti Chopra's Luxurious Pad,https://www.indiatoday.in/,True
Andre Russell eyes rare IPL double for KKR,https://www.indiatoday.in/,True
White Is Always Right For Samantha,https://www.indiatoday.in/,True
Beware of these 5 online scams,https://www.indiatoday.in/,True
4 Tasty Recipes To Try During Navratri,https://www.indiatoday.in/,True
Tamannaah's DIY Face Scrub,https://www.indiatoday.in/,True
Trending News,https://www.indiatoday.in/,True
"Bralette girl, kissing couples and a travelling monkey: Viral videos from Delhi Metro",https://www.indiatoday.in/,True
Gymnast shoots flaming arrow with her feet after 17 years of training. Twitter is speechless,https://www.indiatoday.in/,True
This viral video of two elephants fighting fiercely will make your jaw drop. Watch,https://www.indiatoday.in/,True
Woman attacks co-passenger with pepper spray during argument over seats in Delhi Metro,https://www.indiatoday.in/,True
A version of Tip Tip Barsa Paani that will make your ears bleed. Hear it at your own risk,https://www.indiatoday.in/,True
Trending Videos,https://www.indiatoday.in/,True
19-year-old seen with gun at Howrah Ram Navami rally arrested from Bihar's Munger,https://www.indiatoday.in/,True
Lashkar proxy TRF issues 'hit list' of 30 RSS leaders in Jammu and Kashmir,https://www.indiatoday.in/,True
"Donald Trump likely to face charges in 34 felonies, will surrender in hush money case",https://www.indiatoday.in/,True
"China 'renames' 11 places in Arunachal Pradesh, calls it ‘southern Tibet'",https://www.indiatoday.in/,True
Karnataka Congress chief DK Shivakumar booked for throwing currency notes during rally,https://www.indiatoday.in/,True
PUBLICATIONS,https://www.indiatoday.in/,True
TELEVISION,https://www.indiatoday.in/,True
EVENTS,https://www.indiatoday.in/,True
RADIO,https://www.indiatoday.in/,True
GAMING,https://www.indiatoday.in/,True
USEFUL LINKS,https://www.indiatoday.in/,True
PRINTING,https://www.indiatoday.in/,True
WELFARE,https://www.indiatoday.in/,True
DISTRIBUTION,https://www.indiatoday.in/,True
SYNDICATIONS,https://www.indiatoday.in/,True
WEBSITES,https://www.indiatoday.in/,True
EDUCATION,https://www.indiatoday.in/,True
,https://www.abplive.com/,True
"दिल्ली में पिछले 24 घंटे में 521 नए कोरोना केस, सात महीने बाद एक दिन में सबसे ज्यादा मामले",https://www.abplive.com/,True
यह भी पढ़ें,https://www.abplive.com/,True
"दंगे के खिलाफ मिलकर लड़े थे हिंदू-मुस्लिम, रामवनमी पर पहली बार जला था जमशेदपुर; भारत में कब-कब भड़की सांप्रदायिक हिंसा?",https://www.abplive.com/,True
"सीमा विवाद के बीच महाराष्ट्र की शिंदे सरकार का अहम कदम, कर्नाटक के 865 गांवों में किया इस स्कीम का विस्तार",https://www.abplive.com/,True
मौसम का हाल,https://www.abplive.com/,True
अभी-अभी,https://www.abplive.com/,True
LIVE टीवी,https://www.abplive.com/,True
लेटेस्ट न्यूज़,https://www.abplive.com/,True
